# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  --cpu 16 -i GUT_GENOME000001/roary_90/pan_genome_reference.faa -m diamond -o funcs_annotation_eggNOG --output_dir GUT_GENOME000001/roary_90 --temp_dir GUT_GENOME000001/roary_90
# time: Sun Apr 28 01:15:45 2019
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KOs	BiGG_reactions	Annotation_tax_scope	OGs	bestOG|evalue|score	COG cat	eggNOG annot
GUT_GENOME091053_02507	596323.HMPREF0554_1078	1.7e-41	175.3	CPSO		K00786		bactNOG[38]	08T1V@bactNOG,0QF8B@fusoNOG,COG0463@NOG	NA|NA|NA	M	Glycosyl transferase family 2
GUT_GENOME091053_02510	445973.CLOBAR_01940	1.2e-22	110.2	PABB		K01665,K03342,K13950	ADCS	bactNOG[38]	05CRQ@bactNOG,0EPY9@cloNOG,0NDYI@firmNOG,COG0147@NOG	NA|NA|NA	E	synthase component I
GUT_GENOME091053_02511	445973.CLOBAR_01939	1.3e-113	414.5	PABC		K00824,K00826,K02619	ADCL	bactNOG[38]	07QSG@bactNOG,0ETGA@cloNOG,0P32B@firmNOG,COG0115@NOG	NA|NA|NA	E	Aminotransferase class IV
GUT_GENOME091053_02512	580327.Tthe_0524	8.5e-11	72.8					bactNOG[38]	05RIV@bactNOG,0F1IC@cloNOG,0NPDN@firmNOG,11VMH@NOG	NA|NA|NA	S	Inherit from firmNOG: Nucleotidyltransferase domain
GUT_GENOME091053_02514	696369.DesniDRAFT_2479	1.3e-98	365.5			K02688		bactNOG[38]	08JUB@bactNOG,0F7FS@cloNOG,0P6RJ@firmNOG,COG3829@NOG	NA|NA|NA	K	transcriptional regulator
GUT_GENOME091053_02525	272563.CD1708	4.2e-125	453.0					bactNOG[38]	08KX0@bactNOG,0EPSB@cloNOG,0NE6B@firmNOG,0XPFE@NOG	NA|NA|NA	S	Rela spot
GUT_GENOME091053_02526	272563.CD1708	9.5e-38	161.8					bactNOG[38]	08KX0@bactNOG,0EPSB@cloNOG,0NE6B@firmNOG,0XPFE@NOG	NA|NA|NA	S	Rela spot
GUT_GENOME091053_02529	272563.CD0101	6.3e-139	498.8	ECFA2	GO:0000041,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006824,GO:0008150,GO:0008152,GO:0008324,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015087,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0034220,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046873,GO:0046915,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072511,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K16784,K16785,K16787	COabc	bactNOG[38]	08JJB@bactNOG,0F7CB@cloNOG,0P6MN@firmNOG,COG1122@NOG	NA|NA|NA	P	Abc transporter
GUT_GENOME091053_02540	536233.CLO_0646	9.3e-49	198.4			K08974		bactNOG[38]	05D4H@bactNOG,0EUP4@cloNOG,0NFGZ@firmNOG,COG2035@NOG	NA|NA|NA	S	membrane
GUT_GENOME091053_02541	279808.SH0063	1.5e-71	274.6	HSDS		K01154		bactNOG[38]	04UVC@bacNOG,05EKX@bactNOG,0NIDX@firmNOG,COG0732@NOG	NA|NA|NA	V	restriction
GUT_GENOME091053_02542	445973.CLOBAR_01931	3.2e-19	98.6	HSDM		K03427		bactNOG[38]	05CVR@bactNOG,0ENPG@cloNOG,0ND5K@firmNOG,COG0286@NOG	NA|NA|NA	V	type I restriction-modification system
GUT_GENOME091053_02543	445973.CLOBAR_01057	1.8e-57	227.6			K03088		bactNOG[38]	05JVQ@bactNOG,0ETW9@cloNOG,0NKSD@firmNOG,COG1595@NOG	NA|NA|NA	K	RNA polymerase
GUT_GENOME091053_02544	499229.TepRe1_0949	5.2e-46	189.5					bactNOG[38]	05NN9@bactNOG,0ESEI@cloNOG,0NI8P@firmNOG,COG1396@NOG	NA|NA|NA	K	Transcriptional regulator
GUT_GENOME091053_02545	212717.CTC01171	9.7e-51	205.3			K02444		bactNOG[38]	05E98@bactNOG,0ERB6@cloNOG,0NJQ1@firmNOG,COG1349@NOG	NA|NA|NA	K	transcriptional regulator, deor family
GUT_GENOME091053_02549	536233.CLO_2195	1.5e-147	528.1	YOEA	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			bactNOG[38]	07QJQ@bactNOG,0EP4I@cloNOG,0ND9F@firmNOG,COG0534@NOG	NA|NA|NA	V	Mate efflux family protein
GUT_GENOME091053_02554	997353.HMPREF9144_0551	1.2e-35	156.0					bactNOG[38]	05BET@bacteNOG,0665I@bactNOG,09R77@bctoNOG,128XF@NOG	NA|NA|NA	S	Acyltransferase
GUT_GENOME091053_02555	929506.CbC4_1929	9.2e-184	648.3	CTHE_0148		K07493		bactNOG[38]	05D5G@bactNOG,0ENYU@cloNOG,0NDE0@firmNOG,COG3328@NOG	NA|NA|NA	L	Transposase
GUT_GENOME091053_02557	342451.SSP0065	6.8e-16	89.7					bactNOG[38]	04W7C@bacNOG,090HC@bactNOG,0NN54@firmNOG,COG0438@NOG	NA|NA|NA	M	Glycosyl transferases group 1
GUT_GENOME178957_00015	445973.CLOBAR_00881	1.3e-75	289.7			K01448		bactNOG[38]	08XF5@bactNOG,0F3HP@cloNOG,0NIVN@firmNOG,COG5263@NOG	NA|NA|NA	M	Putative peptidoglycan binding domain
GUT_GENOME178957_00063	754027.HMPREF9554_00601	2.9e-144	517.3			K03292		bactNOG[38]	05CT4@bactNOG,1AMPS@spiNOG,COG2211@NOG	NA|NA|NA	G	Sugar transporter
GUT_GENOME178957_00118	272563.CD2653	4.2e-60	236.1	MURD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K01925	UAMAGS	bactNOG[38]	05DMZ@bactNOG,0EPTX@cloNOG,0NE3U@firmNOG,COG0771@NOG	NA|NA|NA	M	Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA) (By similarity)
GUT_GENOME178957_00152	272563.CD2145	7e-276	954.9	MUTS2	GO:0000018,GO:0000217,GO:0000400,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006259,GO:0006281,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009892,GO:0009987,GO:0010605,GO:0016462,GO:0016787,GO:0016788,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019219,GO:0019222,GO:0019439,GO:0019637,GO:0019693,GO:0031323,GO:0031324,GO:0033554,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0043170,GO:0043566,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0045910,GO:0045934,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051053,GO:0051171,GO:0051172,GO:0051716,GO:0055086,GO:0060255,GO:0065007,GO:0071704,GO:0072521,GO:0072523,GO:0080090,GO:0090304,GO:0090305,GO:0097159,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K07456		bactNOG[38]	05C98@bactNOG,0EQM1@cloNOG,0NE6Q@firmNOG,COG1193@NOG	NA|NA|NA	L	DNA mismatch repair protein MutS domain protein
GUT_GENOME178957_00153	748727.CLJU_c07530	2.8e-20	102.8				CODH_ACS	bactNOG[38]	07QT9@bactNOG,0EP5T@cloNOG,0NEDU@firmNOG,COG3894@NOG	NA|NA|NA	C	Ferredoxin
GUT_GENOME178957_00154	632245.CLP_2266	5.2e-117	427.2					bactNOG[38]	05BZU@bactNOG,0EPD1@cloNOG,0ND5T@firmNOG,0XNMH@NOG	NA|NA|NA	T	Histidine kinase
GUT_GENOME178957_00178	565034.BHWA1_02487	1.5e-07	60.5			K01273		bactNOG[38]	07RCN@bactNOG,1ANN7@spiNOG,COG2355@NOG	NA|NA|NA	E	Membrane dipeptidase (Peptidase family M19)
GUT_GENOME178957_00193	445973.CLOBAR_01033	1.2e-19	100.5					bactNOG[38]	05BZU@bactNOG,0EPD1@cloNOG,0ND5T@firmNOG,0XNMH@NOG	NA|NA|NA	T	Histidine kinase
GUT_GENOME178957_00204	702450.CUW_1426	4e-165	587.0					bactNOG[38]	05BZU@bactNOG,0I92F@eryNOG,0ND5T@firmNOG,0XNMH@NOG	NA|NA|NA	T	His Kinase A (phospho-acceptor) domain
GUT_GENOME178957_00373	642492.Clole_1908	7.9e-57	225.3	SFSA	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005975,GO:0008150,GO:0008152,GO:0044238,GO:0071704,GO:0097159,GO:1901363	K06206		bactNOG[38]	05PW4@bactNOG,0F4N4@cloNOG,0NHND@firmNOG,COG1489@NOG	NA|NA|NA	S	Sugar fermentation stimulation protein homolog
GUT_GENOME178957_00424	622312.ROSEINA2194_02487	1.7e-13	81.6					bactNOG[38]	06B8J@bactNOG,0EVUA@cloNOG,0NSSF@firmNOG,0XUF9@NOG	NA|NA|NA	K	Bacterial regulatory proteins, tetR family
GUT_GENOME178957_00465	445973.CLOBAR_02833	4.1e-14	81.6	FEOB		K04759		bactNOG[38]	05CE1@bactNOG,0EPPE@cloNOG,0NDHS@firmNOG,COG0370@NOG	NA|NA|NA	P	Ferrous iron transport protein b
GUT_GENOME178957_00478	457396.CSBG_02525	6.9e-20	102.1	SUPH		K07024		bactNOG[38]	08HCJ@bactNOG,0ESK8@cloNOG,0NGGP@firmNOG,COG0561@NOG	NA|NA|NA	S	hydrolase
GUT_GENOME178957_00516	195103.CPF_0210	5.8e-119	433.7					bactNOG[38]	06MZV@bactNOG,0EZGB@cloNOG,0NU7G@firmNOG,0YDBU@NOG	NA|NA|NA	M	Cell wall anchor domain protein
GUT_GENOME178957_00533	195103.CPF_0395	2.6e-125	453.4	KDUI	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	K01815		bactNOG[38]	05D50@bactNOG,0EPQJ@cloNOG,0NE4H@firmNOG,COG3717@NOG	NA|NA|NA	G	Catalyzes the isomerization of 5-dehydro-4-deoxy-D- glucuronate to 3-deoxy-D-glycero-2,5-hexodiulosonate (By similarity)
GUT_GENOME178957_00534	195103.CPF_0400	2.5e-202	709.9	UGL		K18581		bactNOG[38]	05EP8@bactNOG,0EPQQ@cloNOG,0NEGU@firmNOG,0XPY2@NOG	NA|NA|NA	S	hydrolase
GUT_GENOME178957_00535	195103.CPF_0401	2.2e-72	276.9	AGAV		K02745,K10984		bactNOG[38]	08RBQ@bactNOG,0ERUV@cloNOG,0NI0E@firmNOG,COG3444@NOG	NA|NA|NA	G	PTS system, mannose fructose sorbose family, IIB
GUT_GENOME178957_00536	195103.CPF_0402	1.2e-109	401.4	SP_0324		K02746		bactNOG[38]	06GRF@bactNOG,0NFKW@firmNOG,COG3715@NOG	NA|NA|NA	G	IIc component
GUT_GENOME178957_00537	195103.CPF_0403	1.3e-117	427.9	AGAD	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K02747,K02796,K10986		bactNOG[38]	05F3R@bactNOG,0ER1P@cloNOG,0NDZ8@firmNOG,COG3716@NOG	NA|NA|NA	G	PTS system mannose fructose sorbose family IID
GUT_GENOME178957_00538	195103.CPF_0404	1.6e-47	194.1			K02744		NOG[107]	COG2893@NOG	NA|NA|NA	G	pts system
GUT_GENOME178957_00539	195103.CPF_0396	2.7e-117	426.8	KDUD		K00059,K00065		bactNOG[38]	05CHR@bactNOG,0EPPA@cloNOG,0NE3E@firmNOG,0XNW1@NOG	NA|NA|NA	S	Short-chain dehydrogenase reductase SDR
GUT_GENOME178957_00540	195103.CPF_0398	5.8e-128	462.6			K00874	DDGLK	bactNOG[38]	07QT3@bactNOG,0ENYV@cloNOG,0NEAF@firmNOG,COG0524@NOG	NA|NA|NA	G	Kinase, PfkB family
GUT_GENOME178957_00561	445973.CLOBAR_00351	4.6e-179	632.9			K03292		bactNOG[38]	07TGZ@bactNOG,0P6T6@firmNOG,COG2211@NOG	NA|NA|NA	G	transporter
GUT_GENOME178957_00583	862517.HMPREF9225_1034	2.8e-08	65.1	RPOD	GO:0000988,GO:0000990,GO:0000996,GO:0001666,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009405,GO:0009408,GO:0009410,GO:0009415,GO:0009607,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010035,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010565,GO:0010604,GO:0010628,GO:0016020,GO:0016070,GO:0016987,GO:0018130,GO:0019216,GO:0019217,GO:0019219,GO:0019222,GO:0019438,GO:0019899,GO:0030312,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032774,GO:0032879,GO:0032880,GO:0034641,GO:0034645,GO:0034654,GO:0036293,GO:0040007,GO:0042221,GO:0043170,GO:0043175,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0050708,GO:0050789,GO:0050794,GO:0050896,GO:0051046,GO:0051049,GO:0051171,GO:0051173,GO:0051223,GO:0051252,GO:0051254,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0060255,GO:0060341,GO:0065007,GO:0070063,GO:0070201,GO:0070482,GO:0071704,GO:0071944,GO:0075136,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901700,GO:2000112,GO:2001141	K02316,K03086,K03087		bactNOG[38]	05DG1@bactNOG,0ENZ0@cloNOG,0NDNZ@firmNOG,COG0568@NOG	NA|NA|NA	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)
GUT_GENOME178957_00591	755731.Clo1100_2178	8.3e-12	76.3					bactNOG[38]	087JG@bactNOG,0F40V@cloNOG,0P461@firmNOG,0ZYRV@NOG	NA|NA|NA		
GUT_GENOME178957_00595	431943.CKL_1947	4.4e-15	87.4	CKL_1914				bactNOG[38]	067QW@bactNOG,0EWX2@cloNOG,0NQXH@firmNOG,0XUC3@NOG	NA|NA|NA	K	DNA-binding helix-turn-helix protein
GUT_GENOME178957_00596	272563.CD3156	3.1e-149	533.5		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K14059		bactNOG[38]	05VTR@bactNOG,0EQQ6@cloNOG,0NF78@firmNOG,COG0582@NOG	NA|NA|NA	L	integrase family
GUT_GENOME178957_00597	500633.CLOHIR_00330	1e-15	89.7					bactNOG[38]	077XY@bactNOG,0NZ34@firmNOG,0Z4XR@NOG	NA|NA|NA		
GUT_GENOME178957_00682	272563.CD0865	1.6e-49	201.1	YMDB	GO:0003674,GO:0004857,GO:0008150,GO:0008428,GO:0019219,GO:0019222,GO:0030234,GO:0031323,GO:0032069,GO:0032074,GO:0043086,GO:0044092,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051336,GO:0051346,GO:0060255,GO:0065007,GO:0065009,GO:0080090			bactNOG[38]	08UVJ@bactNOG,0EP6D@cloNOG,0NI8I@firmNOG,COG2110@NOG	NA|NA|NA	S	domain protein
GUT_GENOME178957_00699	679926.Mpet_2526	1.1e-148	532.7					arNOG[11]	0ZVMI@NOG,arCOG03038@arNOG,arCOG07783@arNOG	NA|NA|NA	C	repeat-containing protein
GUT_GENOME178957_00700	720554.Clocl_0483	3.9e-78	296.6			K07043		bactNOG[38]	05MD7@bactNOG,0ETF1@cloNOG,0NJUF@firmNOG,COG1451@NOG	NA|NA|NA	S	Metal-dependent hydrolase
GUT_GENOME178957_00701	588581.Cpap_3987	0.0	1290.4	HSDR	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006304,GO:0006725,GO:0006807,GO:0006950,GO:0006952,GO:0008150,GO:0008152,GO:0009035,GO:0009307,GO:0009987,GO:0015666,GO:0016787,GO:0016788,GO:0016888,GO:0016893,GO:0019812,GO:0032991,GO:0034641,GO:0043170,GO:0043234,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044355,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0071704,GO:0090304,GO:0090305,GO:1901360	K01153		bactNOG[38]	05DZR@bactNOG,0EPMB@cloNOG,0NDC4@firmNOG,COG0610@NOG	NA|NA|NA	V	Type i site-specific deoxyribonuclease, hsdr family
GUT_GENOME178957_00706	243232.MJ_1218	7e-67	260.0			K01154		arNOG[11]	0KT60@eurNOG,0WQX3@methNOG,COG0732@NOG,arCOG02626@arNOG	NA|NA|NA	V	Restriction modification system DNA specificity domain
GUT_GENOME178957_00707	720554.Clocl_0477	5.7e-212	742.3	HSDM		K03427		bactNOG[38]	05CVR@bactNOG,0ENPG@cloNOG,0ND5K@firmNOG,COG0286@NOG	NA|NA|NA	V	type I restriction-modification system
GUT_GENOME178957_00716	445337.CBC_A1757	6.4e-165	585.5	BCOA_0505		K07496		bactNOG[38]	05D7V@bactNOG,0EQJC@cloNOG,0NEAJ@firmNOG,COG0675@NOG	NA|NA|NA	L	Transposase, IS605 OrfB family
GUT_GENOME178957_00717	580327.Tthe_1212	3.8e-51	206.1	LEBU_0481		K07491		bactNOG[38]	08VIJ@bactNOG,0ESQV@cloNOG,0NI58@firmNOG,COG1943@NOG	NA|NA|NA	L	transposase IS200-family protein
GUT_GENOME178957_00748	929506.CbC4_1290	9.6e-12	74.7					bactNOG[38]	06N11@bactNOG,0NTP2@firmNOG,0YDDW@NOG	NA|NA|NA		
GUT_GENOME178957_00763	272563.CD2719	8.7e-82	308.9	PDAA		K01567		bactNOG[38]	08ZJ4@bactNOG,0ER3P@cloNOG,0NFQK@firmNOG,COG0726@NOG	NA|NA|NA	G	Delta-lactam-biosynthetic de-N-acetylase
GUT_GENOME178957_00764	445973.CLOBAR_02437	7.5e-298	1027.7	HCP	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K05601		bactNOG[38]	05EJ7@bactNOG,0ENY5@cloNOG,0NE7K@firmNOG,COG1151@NOG	NA|NA|NA	C	Catalyzes the reduction of hydroxylamine to form NH(3) and H(2)O (By similarity)
GUT_GENOME178957_00766	718255.RO1_29310	1.1e-71	275.0					bactNOG[38]	0659D@bactNOG,0EVSP@cloNOG,0NNW0@firmNOG,123IR@NOG	NA|NA|NA		
GUT_GENOME178957_00767	718255.RO1_29310	1.1e-25	122.1					bactNOG[38]	0659D@bactNOG,0EVSP@cloNOG,0NNW0@firmNOG,123IR@NOG	NA|NA|NA		
GUT_GENOME178957_00768	386415.NT01CX_1308	8.1e-102	375.6			K01990		bactNOG[38]	05FEX@bactNOG,0ENYM@cloNOG,0NDDX@firmNOG,0XQRE@NOG	NA|NA|NA	S	ABC transporter, ATP-binding protein
GUT_GENOME178957_00769	386415.NT01CX_1307	1.8e-52	211.5					bactNOG[38]	0907X@bactNOG,0ET7N@cloNOG,0NJA2@firmNOG,11PWM@NOG	NA|NA|NA		
GUT_GENOME178957_00770	929506.CbC4_0452	9.3e-48	195.3			K03088		bactNOG[38]	080QD@bactNOG,0ET6U@cloNOG,0NJE4@firmNOG,COG1595@NOG	NA|NA|NA	K	RNA polymerase
GUT_GENOME178957_00901	272563.CD0323	1.1e-143	515.0					bactNOG[38]	08IX7@bactNOG,0F77N@cloNOG,0P6ES@firmNOG,COG4548@NOG	NA|NA|NA	P	VWA
GUT_GENOME178957_00903	315730.BcerKBAB4_3396	1.3e-139	501.5			K02840		bactNOG[38]	04TKV@bacNOG,07QIT@bactNOG,0NGQK@firmNOG,COG0438@NOG	NA|NA|NA	M	glycosyl transferase group 1
GUT_GENOME178957_00904	50743.SCB49_12219	2.2e-96	357.8		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K00075,K02551		bactNOG[38]	08B0X@bactNOG,09EII@bctoNOG,0ZQ9H@NOG	NA|NA|NA	S	Polysaccharide pyruvyl transferase
GUT_GENOME178957_00905	315730.BcerKBAB4_3397	1.5e-119	434.9			K02840		bactNOG[38]	04TKV@bacNOG,07QIT@bactNOG,0NGQK@firmNOG,COG0438@NOG	NA|NA|NA	M	glycosyl transferase group 1
GUT_GENOME178957_00906	873448.STRPO_0215	2.6e-22	110.9					bactNOG[38]	08254@bactNOG,0NQ1W@firmNOG,COG0110@NOG	NA|NA|NA	M	Inherit from COG: acetyltransferase
GUT_GENOME178957_00907	445973.CLOBAR_02308	4.4e-64	250.0	CPSM				bactNOG[38]	08ZQ5@bactNOG,0ESRF@cloNOG,0NJ9R@firmNOG,COG3774@NOG	NA|NA|NA	M	Glycosyltransferase sugar-binding region containing DXD motif
GUT_GENOME178957_00908	526988.bcere0024_34120	2.8e-69	267.7			K19419		bactNOG[38]	05VGX@bactNOG,0NNKJ@firmNOG,121S3@NOG	NA|NA|NA	M	Inherit from bactNOG: capsular polysaccharide biosynthesis protein
GUT_GENOME178957_00909	526988.bcere0024_34130	1.4e-109	401.4	CPSO		K00786		bactNOG[38]	08T1V@bactNOG,0NIZV@firmNOG,COG0463@NOG	NA|NA|NA	M	Glycosyltransferase, group 2 family protein
GUT_GENOME178957_00910	290402.Cbei_4735	1.7e-32	145.6			K19422		bactNOG[38]	07TRR@bactNOG,0ER78@cloNOG,0NFZR@firmNOG,0ZVIP@NOG	NA|NA|NA	M	glycosyl transferase group 1
GUT_GENOME178957_00911	313627.B14911_03259	3.4e-81	307.4			K19422		bactNOG[38]	04TRR@bacNOG,07TRR@bactNOG,0NFZR@firmNOG,0ZVIP@NOG	NA|NA|NA	M	group 1 glycosyl transferase
GUT_GENOME178957_00912	451757.AC7_0494	3.2e-159	566.6	PGLE		K13010,K15910,K19430		bactNOG[38]	05CF4@bactNOG,0EPNJ@cloNOG,0NDEZ@firmNOG,COG0399@NOG	NA|NA|NA	E	DegT DnrJ EryC1 StrS aminotransferase
GUT_GENOME178957_00913	641149.HMPREF9016_01280	7.4e-70	268.9	PGLB		K03606,K15915		bactNOG[38]	05D3Q@bactNOG,0BAFF@bproNOG,16Q7W@proNOG,COG2148@NOG	NA|NA|NA	M	Pilin glycosylation protein PglB
GUT_GENOME178957_00914	272563.CD2769	1.3e-224	784.6	CAPD		K19421		bactNOG[38]	05C5E@bactNOG,0EPEH@cloNOG,0NDVC@firmNOG,COG1086@NOG	NA|NA|NA	M	Polysaccharide biosynthesis protein
GUT_GENOME178957_00915	748727.CLJU_c05160	3.5e-58	230.3	YWQD				bactNOG[38]	05D75@bactNOG,0ESFX@cloNOG,0NI4X@firmNOG,COG0489@NOG	NA|NA|NA	D	Capsular exopolysaccharide family
GUT_GENOME178957_00916	697303.Thewi_0861	6.5e-36	156.4	CAPA	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K19420		bactNOG[38]	05HTX@bactNOG,0ET7H@cloNOG,0NKYA@firmNOG,COG3944@NOG	NA|NA|NA	M	biosynthesis protein
GUT_GENOME178957_00917	290402.Cbei_2570	2.5e-36	158.3					bactNOG[38]	08WK5@bactNOG,0ESNG@cloNOG,0NIMN@firmNOG,11J32@NOG	NA|NA|NA	S	Acyltransferase family
GUT_GENOME178957_00918	273068.TTE0666	1.1e-47	195.3					bactNOG[38]	05MME@bactNOG,0ETEZ@cloNOG,0NHWX@firmNOG,COG0110@NOG	NA|NA|NA	S	sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family
GUT_GENOME178957_00919	272563.CD2766	3.2e-61	240.7					bactNOG[38]	08KGH@bactNOG,0ESTH@cloNOG,0NFY1@firmNOG,COG1316@NOG	NA|NA|NA	K	Transcriptional attenuator
GUT_GENOME178957_00937	176279.SERP2105	1e-63	247.7	CAPA		K07282		bactNOG[38]	051CG@bacNOG,05PNM@bactNOG,0NFQW@firmNOG,COG2843@NOG	NA|NA|NA	M	poly-gamma-glutamate synthesis protein
GUT_GENOME178957_00955	451757.AC7_2346	2.7e-28	130.6			K07718		bactNOG[38]	05C2F@bactNOG,0ER4N@cloNOG,0NFWI@firmNOG,COG2972@NOG	NA|NA|NA	T	Histidine kinase
GUT_GENOME178957_00956	451757.AC7_2345	4e-69	267.7	RR07		K07720		NOG[107]	COG4753@NOG	NA|NA|NA	T	Transcriptional regulator (AraC family)
GUT_GENOME178957_00957	272626.lin2117	6.5e-126	455.7		GO:0005575,GO:0016020	K17319		bactNOG[38]	04SVU@bacNOG,05EEA@bactNOG,0NE4M@firmNOG,COG4209@NOG	NA|NA|NA	P	ABC transporter (Permease
GUT_GENOME178957_00958	272558.BH0795	1.1e-112	411.8	LPLC	GO:0005575,GO:0016020	K17320		bactNOG[38]	04SXV@bacNOG,05C50@bactNOG,0NEIZ@firmNOG,COG0395@NOG	NA|NA|NA	P	ABC transporter (Permease
GUT_GENOME178957_00959	272558.BH0796	4.8e-131	473.4	SP_0092		K17318		bactNOG[38]	04THD@bacNOG,05J4Z@bactNOG,0NER9@firmNOG,COG1653@NOG	NA|NA|NA	G	ABC transporter, substratebinding protein
GUT_GENOME178957_00960	324057.Pjdr2_5036	2.9e-156	557.0	SP_2144		K09704		bactNOG[38]	04SUR@bacNOG,05DRQ@bactNOG,0NEAX@firmNOG,COG3538@NOG	NA|NA|NA	S	Protein of unknown function (DUF1237)
